Civilité,Nom,Prénom,Mandat,Circonscription,Département,Candidat,Date de publication,dep_norm,dep_insee,reg_insee,norm,insee
M.,BOMPARD,Manuel,Représentant français au Parlement européen,,Parlement européen,MÉLENCHON Jean-Luc,08/02/2022,PARLEMENTEUROPEEN,,,,
Mme,PELLETIER,Anne-Sophie,Représentante française au Parlement européen,,Parlement européen,MÉLENCHON Jean-Luc,08/02/2022,PARLEMENTEUROPEEN,,,,
Mme,PÉTRUS,Annick,Sénatrice,,Saint-Martin,PÉCRESSE Valérie,08/02/2022,SAINTMARTIN,,,,
M.,DE ZIEGLER,Nicolas,Conseiller à l'Assemblée des Français de l'étranger,"Allemagne, Autriche, Slovaquie, Slovénie, Suisse",Français de l'étranger,PÉCRESSE Valérie,08/02/2022,FRANCAISDELETRANGER,,,,
M.,LE GLEUT,Ronan,Sénateur,,Français de l'étranger,PÉCRESSE Valérie,08/02/2022,FRANCAISDELETRANGER,,,,
M.,REGNARD,Damien,Sénateur,,Français de l'étranger,PÉCRESSE Valérie,08/02/2022,FRANCAISDELETRANGER,,,,
M.,SIVA,Prédibane,Conseiller à l'Assemblée des Français de l'étranger,Asie-Océanie,Français de l'étranger,PÉCRESSE Valérie,08/02/2022,FRANCAISDELETRANGER,,,,
Mme,COLIN-OESTERLÉ,Nathalie,Représentante française au Parlement européen,,Parlement européen,PÉCRESSE Valérie,08/02/2022,PARLEMENTEUROPEEN,,,,
M.,HORTEFEUX,Brice,Représentant français au Parlement européen,,Parlement européen,PÉCRESSE Valérie,08/02/2022,PARLEMENTEUROPEEN,,,,
M.,COLLARD,Gilbert,Représentant français au Parlement européen,,Parlement européen,ZEMMOUR Éric,08/02/2022,PARLEMENTEUROPEEN,,,,
Mme,CONWAY-MOURET,Hélène,Sénatrice,,Français de l'étranger,HIDALGO Anne,10/02/2022,FRANCAISDELETRANGER,,,,
M.,ANDRIEU,Éric,Représentant français au Parlement européen,,Parlement européen,HIDALGO Anne,10/02/2022,PARLEMENTEUROPEEN,,,,
Mme,LECLERC,Audrey,Conseillère à l'Assemblée des Français de l'étranger,"Allemagne, Autriche, Slovaquie, Slovénie, Suisse",Français de l'étranger,JADOT Yannick,10/02/2022,FRANCAISDELETRANGER,,,,
M.,MAIGNÉ,Stéphan,Président du conseil consulaire,Allemagne - 1re circonscription,Français de l'étranger,JADOT Yannick,10/02/2022,FRANCAISDELETRANGER,,,,
M.,BITEAU,Benoît,Représentant français au Parlement européen,,Parlement européen,JADOT Yannick,10/02/2022,PARLEMENTEUROPEEN,,,,
M.,BURLOTTE,Olivier,Président du conseil consulaire,"Russie, Biélorussie",Français de l'étranger,LE PEN Marine,10/02/2022,FRANCAISDELETRANGER,,,,
M.,BARDELLA,Jordan,Représentant français au Parlement européen,,Parlement européen,LE PEN Marine,10/02/2022,PARLEMENTEUROPEEN,,,,
Mme,BEIGNEUX,Aurélia,Représentante française au Parlement européen,,Parlement européen,LE PEN Marine,10/02/2022,PARLEMENTEUROPEEN,,,,
Mme,BRUNA,Annika,Représentante française au Parlement européen,,Parlement européen,LE PEN Marine,10/02/2022,PARLEMENTEUROPEEN,,,,
Mme,GRISET,Catherine,Représentante française au Parlement européen,,Parlement européen,LE PEN Marine,10/02/2022,PARLEMENTEUROPEEN,,,,
M.,JALKH,Jean-François,Représentant français au Parlement européen,,Parlement européen,LE PEN Marine,10/02/2022,PARLEMENTEUROPEEN,,,,
Mme,JAMET,France,Représentante française au Parlement européen,,Parlement européen,LE PEN Marine,10/02/2022,PARLEMENTEUROPEEN,,,,
Mme,JORON,Virginie,Représentante française au Parlement européen,,Parlement européen,LE PEN Marine,10/02/2022,PARLEMENTEUROPEEN,,,,
M.,JUVIN,Hervé,Représentant français au Parlement européen,,Parlement européen,LE PEN Marine,10/02/2022,PARLEMENTEUROPEEN,,,,
M.,LACAPELLE,Jean-Lin,Représentant français au Parlement européen,,Parlement européen,LE PEN Marine,10/02/2022,PARLEMENTEUROPEEN,,,,
M.,LEBRETON,Gilles,Représentant français au Parlement européen,,Parlement européen,LE PEN Marine,10/02/2022,PARLEMENTEUROPEEN,,,,
Mme,LECHANTEUX,Julie,Représentante française au Parlement européen,,Parlement européen,LE PEN Marine,10/02/2022,PARLEMENTEUROPEEN,,,,
M.,MARIANI,Thierry,Représentant français au Parlement européen,,Parlement européen,LE PEN Marine,10/02/2022,PARLEMENTEUROPEEN,,,,
M.,ROUGÉ,André,Représentant français au Parlement européen,,Parlement européen,LE PEN Marine,10/02/2022,PARLEMENTEUROPEEN,,,,
M.,ORAND,Stanislas,Président du conseil consulaire,Etats-Unis - 7e circonscription,Français de l'étranger,MACRON Emmanuel,10/02/2022,FRANCAISDELETRANGER,,,,
Mme,RICHARD,Pascale,Conseillère à l'Assemblée des Français de l'étranger,Etats-Unis d'Amérique,Français de l'étranger,MACRON Emmanuel,10/02/2022,FRANCAISDELETRANGER,,,,
M.,BIJOUX,Stéphane,Représentant français au Parlement européen,,Parlement européen,MACRON Emmanuel,10/02/2022,PARLEMENTEUROPEEN,,,,
Mme,FARRENG,Laurence,Représentante française au Parlement européen,,Parlement européen,MACRON Emmanuel,10/02/2022,PARLEMENTEUROPEEN,,,,
Mme,KELLER,Fabienne,Représentante française au Parlement européen,,Parlement européen,MACRON Emmanuel,10/02/2022,PARLEMENTEUROPEEN,,,,
M.,BOUTALEB,Abdelghani,Président du conseil consulaire,Algérie - 2e circonscription,Français de l'étranger,PÉCRESSE Valérie,10/02/2022,FRANCAISDELETRANGER,,,,
M.,FRASSA,Christophe-André,Sénateur,,Français de l'étranger,PÉCRESSE Valérie,10/02/2022,FRANCAISDELETRANGER,,,,
M.,GOATER,Laurent,Président du conseil consulaire,Portugal,Français de l'étranger,PÉCRESSE Valérie,10/02/2022,FRANCAISDELETRANGER,,,,
Mme,MULLER,Nelly,Présidente du conseil consulaire,Grèce,Français de l'étranger,PÉCRESSE Valérie,10/02/2022,FRANCAISDELETRANGER,,,,
Mme,EVREN,Agnès,Représentante française au Parlement européen,,Parlement européen,PÉCRESSE Valérie,10/02/2022,PARLEMENTEUROPEEN,,,,
M.,RIVIERE,Jérôme,Représentant français au Parlement européen,,Parlement européen,ZEMMOUR Éric,10/02/2022,PARLEMENTEUROPEEN,,,,
Mme,BOUVERET,Ellen,Conseillère à l'Assemblée des Français de l'étranger,"Allemagne, Autriche, Slovaquie, Slovénie, Suisse",Français de l'étranger,HIDALGO Anne,15/02/2022,FRANCAISDELETRANGER,,,,
M.,LECONTE,Jean-Yves,Sénateur,,Français de l'étranger,HIDALGO Anne,15/02/2022,FRANCAISDELETRANGER,,,,
Mme,FORTEZA,Paula,Députée,2ème circonscription,Français de l'étranger,JADOT Yannick,15/02/2022,FRANCAISDELETRANGER,,,,
M.,KOKOT,Guilhem,Conseiller à l'Assemblée des Français de l'étranger,"Allemagne, Autriche, Slovaquie, Slovénie, Suisse",Français de l'étranger,JADOT Yannick,15/02/2022,FRANCAISDELETRANGER,,,,
Mme,LIBEAUT,Catherine,Conseillère à l'Assemblée des Français de l'étranger,Benelux,Français de l'étranger,JADOT Yannick,15/02/2022,FRANCAISDELETRANGER,,,,
M.,MARIN-CUDRAZ,Benoit,Conseiller à l'Assemblée des Français de l'étranger,Europe du Nord,Français de l'étranger,JADOT Yannick,15/02/2022,FRANCAISDELETRANGER,,,,
Mme,VOGEL,Mélanie,Sénatrice,,Français de l'étranger,JADOT Yannick,15/02/2022,FRANCAISDELETRANGER,,,,
Mme,ANDROUËT,Mathilde,Représentante française au Parlement européen,,Parlement européen,LE PEN Marine,15/02/2022,PARLEMENTEUROPEEN,,,,
Mme,LAPORTE,Hélène,Représentante française au Parlement européen,,Parlement européen,LE PEN Marine,15/02/2022,PARLEMENTEUROPEEN,,,,
M.,JAMET,Anthony,Maire,Taiarapu-Est,Polynésie française,MACRON Emmanuel,15/02/2022,POLYNESIEFRANCAISE,,,,
M.,TEUIRA,Damas,Maire,Mahina,Polynésie française,MACRON Emmanuel,15/02/2022,POLYNESIEFRANCAISE,,,,
M.,METZDORF,Nicolas,Maire,La Foa,Nouvelle-Calédonie,MACRON Emmanuel,15/02/2022,NOUVELLECALEDONIE,,,,
M.,DE MARCELLUS,Baudouin,Conseiller à l'Assemblée des Français de l'étranger,Péninsule Ibérique,Français de l'étranger,MACRON Emmanuel,15/02/2022,FRANCAISDELETRANGER,,,,
M.,GILBERT,Yann,Président du conseil consulaire,Nigéria,Français de l'étranger,MACRON Emmanuel,15/02/2022,FRANCAISDELETRANGER,,,,
M.,LE GLAND,Loïc,Conseiller à l'Assemblée des Français de l'étranger,Etats-Unis d'Amérique,Français de l'étranger,MACRON Emmanuel,15/02/2022,FRANCAISDELETRANGER,,,,
M.,MARINI,René,Président du conseil consulaire,Congo,Français de l'étranger,MACRON Emmanuel,15/02/2022,FRANCAISDELETRANGER,,,,
M.,PLUDERMACHER,Bruno,Conseiller à l'Assemblée des Français de l'étranger,"Allemagne, Autriche, Slovaquie, Slovénie, Suisse",Français de l'étranger,MACRON Emmanuel,15/02/2022,FRANCAISDELETRANGER,,,,
M.,GUETTA,Bernard,Représentant français au Parlement européen,,Parlement européen,MACRON Emmanuel,15/02/2022,PARLEMENTEUROPEEN,,,,
M.,GLOCK,Denis,Conseiller à l'Assemblée des Français de l'étranger,Amérique latine et Caraïbes,Français de l'étranger,MÉLENCHON Jean-Luc,15/02/2022,FRANCAISDELETRANGER,,,,
M.,HEINTZ,Baptiste,Conseiller à l'Assemblée des Français de l'étranger,Afrique occidentale,Français de l'étranger,MÉLENCHON Jean-Luc,15/02/2022,FRANCAISDELETRANGER,,,,
Mme,AUBRY,Manon,Représentante française au Parlement européen,,Parlement européen,MÉLENCHON Jean-Luc,15/02/2022,PARLEMENTEUROPEEN,,,,
M.,GIBBS,Daniel,Membre d'une assemblée d'une collectivité territoriale d'outre-mer à statut particulier,,Saint-Martin,PÉCRESSE Valérie,15/02/2022,SAINTMARTIN,,,,
Mme,GARRIAUD MAYLAM,Joëlle,Sénatrice,,Français de l'étranger,PÉCRESSE Valérie,15/02/2022,FRANCAISDELETRANGER,,,,
M.,HABIB,Meyer,Député,8ème circonscription,Français de l'étranger,PÉCRESSE Valérie,15/02/2022,FRANCAISDELETRANGER,,,,
Mme,LEDGER-MOUSSALLAM,Laurence,Présidente du conseil consulaire,"Jordanie, Irak",Français de l'étranger,PÉCRESSE Valérie,15/02/2022,FRANCAISDELETRANGER,,,,
M.,SIGNORET,Gérard,Conseiller à l'Assemblée des Français de l'étranger,Amérique latine et Caraïbes,Français de l'étranger,PÉCRESSE Valérie,15/02/2022,FRANCAISDELETRANGER,,,,
M.,PASCAL,Patrick,Président du conseil consulaire,"Bulgarie, Bosnie-Herzégovine, Macédoine, Albanie, Kosovo, Monténégro",Français de l'étranger,ZEMMOUR Éric,15/02/2022,FRANCAISDELETRANGER,,,,
Mme,MEBAREK,Nora,Représentante française au Parlement européen,,Parlement européen,HIDALGO Anne,17/02/2022,PARLEMENTEUROPEEN,,,,
M.,BERTIN,Olivier,Conseiller à l'Assemblée des Français de l'étranger,Europe du Nord,Français de l'étranger,JADOT Yannick,17/02/2022,FRANCAISDELETRANGER,,,,
M.,CHATEAU-DUCOS,Alexandre,Conseiller à l'Assemblée des Français de l'étranger,"Allemagne, Autriche, Slovaquie, Slovénie, Suisse",Français de l'étranger,JADOT Yannick,17/02/2022,FRANCAISDELETRANGER,,,,
M.,CAREME,Damien,Représentant français au Parlement européen,,Parlement européen,JADOT Yannick,17/02/2022,PARLEMENTEUROPEEN,,,,
M.,CUENOT,Guy-Olivier,Membre d'une assemblée d'une collectivité territoriale d'outre-mer à statut particulier,,Nouvelle-Calédonie,LE PEN Marine,17/02/2022,NOUVELLECALEDONIE,,,,
Mme,BILDE,Dominique,Représentante française au Parlement européen,,Parlement européen,LE PEN Marine,17/02/2022,PARLEMENTEUROPEEN,,,,
M.,GATUHAU,Willy,Maire,Païta,Nouvelle-Calédonie,MACRON Emmanuel,17/02/2022,NOUVELLECALEDONIE,,,,
Mme,LAGARDE,Sonia,Maire,Nouméa,Nouvelle-Calédonie,MACRON Emmanuel,17/02/2022,NOUVELLECALEDONIE,,,,
M.,ROBELIN,Patrick,Maire,Bourail,Nouvelle-Calédonie,MACRON Emmanuel,17/02/2022,NOUVELLECALEDONIE,,,,
M.,AYOUB,Ghassan,Conseiller à l'Assemblée des Français de l'étranger,Asie centrale et Moyen-Orient,Français de l'étranger,MACRON Emmanuel,17/02/2022,FRANCAISDELETRANGER,,,,
Mme,COLLETTE,Marlène,Présidente du conseil consulaire,Suisse - 2e circonscription,Français de l'étranger,MACRON Emmanuel,17/02/2022,FRANCAISDELETRANGER,,,,
M.,LEMOINE,Dominique,Président du conseil consulaire,Etats-Unis - 1re circonscription,Français de l'étranger,MACRON Emmanuel,17/02/2022,FRANCAISDELETRANGER,,,,
M.,OMARJEE,Younous,Représentant français au Parlement européen,,Parlement européen,MÉLENCHON Jean-Luc,17/02/2022,PARLEMENTEUROPEEN,,,,
M.,MATIGNON,Francius,Membre d'une assemblée d'une collectivité territoriale d'outre-mer à statut particulier,,Saint-Barthélemy,PÉCRESSE Valérie,17/02/2022,SAINTBARTHELEMY,,,,
M.,GROS-DESORMEAUX,Hary,Membre d'une assemblée d'une collectivité territoriale d'outre-mer à statut particulier,,Saint-Martin,PÉCRESSE Valérie,17/02/2022,SAINTMARTIN,,,,
Mme,TARAHU ATUAHIVA,Teura,Membre d'une assemblée d'une collectivité territoriale d'outre-mer à statut particulier,,Polynésie française,PÉCRESSE Valérie,17/02/2022,POLYNESIEFRANCAISE,,,,
M.,MIGNON,Alain Pierre,Président du conseil consulaire,Indonésie,Français de l'étranger,PÉCRESSE Valérie,17/02/2022,FRANCAISDELETRANGER,,,,
Mme,SANDER,Anne,Représentante française au Parlement européen,,Parlement européen,PÉCRESSE Valérie,17/02/2022,PARLEMENTEUROPEEN,,,,
M.,BORDJEL,Patrick,Membre d'une assemblée d'une collectivité territoriale d'outre-mer à statut particulier,,Saint-Barthélemy,ZEMMOUR Éric,17/02/2022,SAINTBARTHELEMY,,,,
M.,MAGRAS,Bruno,Membre d'une assemblée d'une collectivité territoriale d'outre-mer à statut particulier,,Saint-Barthélemy,ZEMMOUR Éric,17/02/2022,SAINTBARTHELEMY,,,,
M.,SON-FORGET,Joachim,Député,6ème circonscription,Français de l'étranger,ZEMMOUR Éric,17/02/2022,FRANCAISDELETRANGER,,,,
Mme,PIRBAKAS,Maxette,Représentante française au Parlement européen,,Parlement européen,ZEMMOUR Éric,17/02/2022,PARLEMENTEUROPEEN,,,,
M.,BOULOM,Daniel,Président du conseil consulaire,Laos,Français de l'étranger,ASSELINEAU François,22/02/2022,FRANCAISDELETRANGER,,,,
Mme,BERNARD,Chloé,Présidente du conseil consulaire,"Finlande, Lituanie, Lettonie, Estonie",Français de l'étranger,EGGER Clara,22/02/2022,FRANCAISDELETRANGER,,,,
M.,BOHEME,Florian,Conseiller à l'Assemblée des Français de l'étranger,Asie-Océanie,Français de l'étranger,HIDALGO Anne,22/02/2022,FRANCAISDELETRANGER,,,,
Mme,BLANCHOT,Isabelle,Présidente du conseil consulaire,Royaume-Uni - 2e circonscription,Français de l'étranger,JADOT Yannick,22/02/2022,FRANCAISDELETRANGER,,,,
M.,DOMELEVO ENTFELLNER,Jean-Baka,Conseiller à l'Assemblée des Français de l'étranger,"Afrique centrale, australe et orientale",Français de l'étranger,JADOT Yannick,22/02/2022,FRANCAISDELETRANGER,,,,
M.,GRANGE,Jean-Philippe,Président du conseil consulaire,"Australie, Fidji, Papouasie-Nouvelle-Guinée",Français de l'étranger,JADOT Yannick,22/02/2022,FRANCAISDELETRANGER,,,,
Mme,URVOY,Marianick,Présidente du conseil consulaire,Egypte,Français de l'étranger,JADOT Yannick,22/02/2022,FRANCAISDELETRANGER,,,,
Mme,DELLI,Karima,Représentante française au Parlement européen,,Parlement européen,JADOT Yannick,22/02/2022,PARLEMENTEUROPEEN,,,,
Mme,MATEO,Yolande,Conseillère à l'Assemblée des Français de l'étranger,Afrique du Nord,Français de l'étranger,LASSALLE Jean,22/02/2022,FRANCAISDELETRANGER,,,,
M.,PERRY,Tamarua,Maire délégué d'une commune associée ou d'une commune déléguée,Hikueru,Polynésie française,LE PEN Marine,22/02/2022,POLYNESIEFRANCAISE,,,,
Mme,MÉLIN,Joëlle,Représentante française au Parlement européen,,Parlement européen,LE PEN Marine,22/02/2022,PARLEMENTEUROPEEN,,,,
Mme,BRUANT,Virginie,Membre d'une assemblée d'une collectivité territoriale d'outre-mer à statut particulier,,Polynésie française,MACRON Emmanuel,22/02/2022,POLYNESIEFRANCAISE,,,,
M.,HAUMANI,Evans,Maire,Moorea-Maiao,Polynésie française,MACRON Emmanuel,22/02/2022,POLYNESIEFRANCAISE,,,,
M.,INA,Tahuhu Tama,Maire délégué d'une commune associée ou d'une commune déléguée,Moorea-Maiao,Polynésie française,MACRON Emmanuel,22/02/2022,POLYNESIEFRANCAISE,,,,
Mme,KAUTAI,Gina,Maire déléguée d'une commune associée ou d'une commune déléguée,Moorea-Maiao,Polynésie française,MACRON Emmanuel,22/02/2022,POLYNESIEFRANCAISE,,,,
M.,MAHEAHEA,Mack,Maire délégué d'une commune associée ou d'une commune déléguée,Takaroa,Polynésie française,MACRON Emmanuel,22/02/2022,POLYNESIEFRANCAISE,,,,
M.,MAI,Julien Wilfrid Marurai,Maire délégué d'une commune associée ou d'une commune déléguée,Rangiroa,Polynésie française,MACRON Emmanuel,22/02/2022,POLYNESIEFRANCAISE,,,,
Mme,PUNUA,Sonia,Maire,Papara,Polynésie française,MACRON Emmanuel,22/02/2022,POLYNESIEFRANCAISE,,,,
M.,TAPUTUARAI,Samuel Reupena,Maire,Arutua,Polynésie française,MACRON Emmanuel,22/02/2022,POLYNESIEFRANCAISE,,,,
M.,TAPUTUARAI,Walter,Maire délégué d'une commune associée ou d'une commune déléguée,Moorea-Maiao,Polynésie française,MACRON Emmanuel,22/02/2022,POLYNESIEFRANCAISE,,,,
M.,TEARIKI,Ronald,Maire délégué d'une commune associée ou d'une commune déléguée,Moorea-Maiao,Polynésie française,MACRON Emmanuel,22/02/2022,POLYNESIEFRANCAISE,,,,
M.,TEMAURI,Jerôme,Maire délégué d'une commune associée ou d'une commune déléguée,Moorea-Maiao,Polynésie française,MACRON Emmanuel,22/02/2022,POLYNESIEFRANCAISE,,,,
Mme,TETUANUI,Rebecca,Maire déléguée d'une commune associée ou d'une commune déléguée,Moorea-Maiao,Polynésie française,MACRON Emmanuel,22/02/2022,POLYNESIEFRANCAISE,,,,
Mme,CONNELL,Patricia,Conseillère à l'Assemblée des Français de l'étranger,Europe du Nord,Français de l'étranger,MACRON Emmanuel,22/02/2022,FRANCAISDELETRANGER,,,,
M.,LANGLET,Jean-Marie,Président du conseil consulaire,Allemagne - 2e circonscription,Français de l'étranger,MACRON Emmanuel,22/02/2022,FRANCAISDELETRANGER,,,,
Mme,CHABAUD,Catherine,Représentante française au Parlement européen,,Parlement européen,MACRON Emmanuel,22/02/2022,PARLEMENTEUROPEEN,,,,
M.,GRUDLER,Christophe,Représentant français au Parlement européen,,Parlement européen,MACRON Emmanuel,22/02/2022,PARLEMENTEUROPEEN,,,,
M.,BÉGUÉ,Jean-Christophe,Président du conseil consulaire,"Togo, Ghana",Français de l'étranger,MÉLENCHON Jean-Luc,22/02/2022,FRANCAISDELETRANGER,,,,
M.,DELUCHEY,Jean-François,Conseiller à l'Assemblée des Français de l'étranger,Amérique latine et Caraïbes,Français de l'étranger,MÉLENCHON Jean-Luc,22/02/2022,FRANCAISDELETRANGER,,,,
M.,LAVEANT,Pierre,Conseiller à l'Assemblée des Français de l'étranger,Benelux,Français de l'étranger,MÉLENCHON Jean-Luc,22/02/2022,FRANCAISDELETRANGER,,,,
Mme,LECOMTE,Gaëlle,Conseillère à l'Assemblée des Français de l'étranger,Péninsule Ibérique,Français de l'étranger,MÉLENCHON Jean-Luc,22/02/2022,FRANCAISDELETRANGER,,,,
Mme,CHAIBI,Leïla,Représentante française au Parlement européen,,Parlement européen,MÉLENCHON Jean-Luc,22/02/2022,PARLEMENTEUROPEEN,,,,
Mme,GUION-FIRMIN,Claire,Députée,1ère circonscription,Saint-Martin / Saint-Barthélémy,PÉCRESSE Valérie,22/02/2022,SAINTMARTINSAINTBARTHELEMY,,,,
Mme,LE GAYIC,Vaitea,Membre d'une assemblée d'une collectivité territoriale d'outre-mer à statut particulier,,Polynésie française,PÉCRESSE Valérie,22/02/2022,POLYNESIEFRANCAISE,,,,
Mme,TEROOATEA,Sylviane,Membre d'une assemblée d'une collectivité territoriale d'outre-mer à statut particulier,,Polynésie française,PÉCRESSE Valérie,22/02/2022,POLYNESIEFRANCAISE,,,,
M.,BEZARDIN,Alexandre,Conseiller à l'Assemblée des Français de l'étranger,Europe du Sud,Français de l'étranger,PÉCRESSE Valérie,22/02/2022,FRANCAISDELETRANGER,,,,
Mme,HULOT,Sandrine,Conseillère à l'Assemblée des Français de l'étranger,Etats-Unis d'Amérique,Français de l'étranger,PÉCRESSE Valérie,22/02/2022,FRANCAISDELETRANGER,,,,
M.,REMIGI,Victor,Président du conseil consulaire,Cambodge,Français de l'étranger,PÉCRESSE Valérie,22/02/2022,FRANCAISDELETRANGER,,,,
M.,AUBERT,Jacky,Président du conseil consulaire,Maroc - 2e circonscription,Français de l'étranger,ROUSSEL Fabien,22/02/2022,FRANCAISDELETRANGER,,,,
M.,LOMBARDO,Florent Marc,Président du conseil consulaire,"Panama, Cuba, Jamaïque",Français de l'étranger,ZEMMOUR Éric,22/02/2022,FRANCAISDELETRANGER,,,,
M.,MAYRAND,Benoît,Conseiller à l'Assemblée des Français de l'étranger,Europe centrale et orientale (y compris Russie),Français de l'étranger,BORLOO Jean-Louis,24/02/2022,FRANCAISDELETRANGER,,,,
Mme,CURIONI,Monique,Présidente du conseil consulaire,Etats-Unis - 6e circonscription,Français de l'étranger,HIDALGO Anne,24/02/2022,FRANCAISDELETRANGER,,,,
M.,JOINAU,Benjamin,Président du conseil consulaire,"Corée du Sud, Taïwan",Français de l'étranger,HIDALGO Anne,24/02/2022,FRANCAISDELETRANGER,,,,
M.,SPIESSER,Olivier,Conseiller à l'Assemblée des Français de l'étranger,Europe du Sud,Français de l'étranger,HIDALGO Anne,24/02/2022,FRANCAISDELETRANGER,,,,
M.,GERVEREAU,Caryl,Président du conseil consulaire,Maroc - 4e circonscription,Français de l'étranger,JADOT Yannick,24/02/2022,FRANCAISDELETRANGER,,,,
M.,GOERGLER,Xavier,Président du conseil consulaire,"Panama, Cuba, Jamaïque",Français de l'étranger,JADOT Yannick,24/02/2022,FRANCAISDELETRANGER,,,,
